app,open,duration,sec
Maps,2/1/2018 19:56,11s,11
Messages,2/1/2018 19:57,7s,7
Messages,2/1/2018 19:59,25s,25
Messages,2/1/2018 19:59,5s,5
Messages,2/1/2018 20:00,3s,3
Messages,2/1/2018 20:03,4s,4
Messages,2/1/2018 20:03,1s,1
Messages,2/1/2018 20:03,20s,20
Instagram,2/1/2018 20:04,1s,1
Instagram,2/1/2018 20:04,1m 21s,81
Instagram,2/1/2018 20:06,7s,7
Instagram,2/1/2018 20:07,1s,1
Messages,2/1/2018 20:08,7s,7
Messages,2/1/2018 20:09,2s,2
Messages,2/1/2018 20:09,14s,14
Messages,2/1/2018 20:09,12s,12
Messages,2/1/2018 20:09,3s,3
Messages,2/1/2018 20:15,10s,10
Phone,2/1/2018 20:20,29s,29
Messages,2/1/2018 20:20,11s,11
Messages,2/1/2018 20:21,47s,47
Messages,2/1/2018 20:22,15s,15
Phone,2/1/2018 20:22,3s,3
Phone,2/1/2018 20:22,3s,3
Phone,2/1/2018 20:24,2s,2
Messages,2/1/2018 20:24,2s,2
Instagram,2/1/2018 20:24,9s,9
Instagram,2/1/2018 20:24,12s,12
Instagram,2/1/2018 20:24,1s,1
Messages,2/1/2018 20:24,37s,37
Messages,2/1/2018 20:26,21s,21
Messages,2/1/2018 20:27,2s,2
Messages,2/1/2018 20:27,1s,1
Messages,2/1/2018 20:30,39s,39
Phone,2/1/2018 20:30,29s,29
Messages,2/1/2018 20:30,1s,1
Instagram,2/1/2018 20:30,11s,11
Messages,2/1/2018 20:31,2s,2
Phone,2/1/2018 20:32,2s,2
Phone,2/1/2018 20:36,3s,3
Messages,2/1/2018 20:36,1s,1
Instagram,2/1/2018 20:36,8s,8
Instagram,2/1/2018 20:38,6s,6
Instagram,2/1/2018 20:38,11s,11
Instagram,2/1/2018 20:38,4s,4
Instagram,2/1/2018 20:58,23s,23
Snapchat,2/1/2018 20:59,25s,25
Snapchat,2/1/2018 21:00,2s,2
Snapchat,2/1/2018 21:00,17s,17
Camera,2/1/2018 21:00,6s,6
Gallery,2/1/2018 21:00,8s,8
Camera,2/1/2018 21:01,1s,1
Camera,2/1/2018 21:01,12s,12
Gallery,2/1/2018 21:01,4s,4
Camera,2/1/2018 21:01,1s,1
Messages,2/1/2018 22:19,37s,37
Messages,2/1/2018 22:20,1s,1
Messages,2/1/2018 22:20,44s,44
Messages,2/1/2018 22:21,38s,38
Messages,2/1/2018 22:23,10s,10
Messages,2/1/2018 22:27,1m 6s,66
Messages,2/1/2018 22:28,32s,32
Messages,2/1/2018 22:31,21s,21
Messages,2/1/2018 22:36,1s,1
Gmail,2/1/2018 23:08,30s,30
Gmail,2/1/2018 23:08,2s,2
Venmo,2/1/2018 23:09,7s,7
Venmo,2/1/2018 23:09,1m 1s,61
Venmo,2/1/2018 23:10,5s,5
Venmo,2/1/2018 23:26,1s,1
Venmo,2/1/2018 23:47,28s,28
Venmo,2/1/2018 23:48,2s,2
Messages,2/2/2018 0:15,4s,4
Messenger Lite,2/2/2018 0:26,14s,14
Camera,2/2/2018 0:28,27s,27
Gallery,2/2/2018 0:28,5s,5
Android System,2/2/2018 0:28,2s,2
Messenger Lite,2/2/2018 0:28,16s,16
Gallery,2/2/2018 0:29,5s,5
Camera,2/2/2018 0:29,35s,35
Camera,2/2/2018 0:29,19s,19
Gallery,2/2/2018 0:30,6s,6
Android System,2/2/2018 0:30,5s,5
Messenger Lite,2/2/2018 0:30,56s,56
Gallery,2/2/2018 0:31,1m 3s,63
Camera,2/2/2018 0:32,1s,1
Gallery,2/2/2018 0:32,1s,1
Snapchat,2/2/2018 0:32,16s,16
Snapchat,2/2/2018 0:33,8s,8
Messenger Lite,2/2/2018 0:33,15s,15
Snapchat,2/2/2018 0:33,8s,8
Messenger Lite,2/2/2018 0:33,1s,1
Messenger Lite,2/2/2018 0:33,8s,8
Messenger Lite,2/2/2018 0:33,2s,2
Gmail,2/2/2018 0:45,10s,10
Messenger Lite,2/2/2018 0:45,2s,2
Messenger Lite,2/2/2018 7:41,2s,2
Instagram,2/2/2018 7:41,16s,16
Messages,2/2/2018 7:41,31s,31
Instagram,2/2/2018 7:42,10s,10
System UI,2/2/2018 7:43,1s,1
Gmail,2/2/2018 7:43,10s,10
Messages,2/2/2018 7:43,11s,11
Messenger Lite,2/2/2018 7:43,1s,1
Messenger Lite,2/2/2018 7:43,4s,4
System UI,2/2/2018 7:43,1s,1
Messages,2/2/2018 7:57,4s,4
Instagram,2/2/2018 7:58,17s,17
Gmail,2/2/2018 7:58,1m 15s,75
Firefox,2/2/2018 7:59,18s,18
Gmail,2/2/2018 7:59,6s,6
Firefox,2/2/2018 8:00,31s,31
Instagram,2/2/2018 8:00,26s,26
Instagram,2/2/2018 8:01,4s,4
Instagram,2/2/2018 8:01,6s,6
Instagram,2/2/2018 8:01,19s,19
Gmail,2/2/2018 8:01,7s,7
Drive,2/2/2018 8:02,17s,17
Google Play Store,2/2/2018 8:04,17s,17
Instagram,2/2/2018 8:05,1m 8s,68
Instagram,2/2/2018 8:09,1s,1
Instagram,2/2/2018 8:09,1m 13s,73
Gmail,2/2/2018 8:11,29s,29
Instagram,2/2/2018 8:12,13s,13
Instagram,2/2/2018 8:12,3s,3
Gmail,2/2/2018 8:12,1m 21s,81
Firefox,2/2/2018 8:13,1s,1
Gmail,2/2/2018 8:16,5s,5
Gmail,2/2/2018 8:17,6s,6
Instagram,2/2/2018 8:17,51s,51
Messenger Lite,2/2/2018 8:20,4s,4
Messenger Lite,2/2/2018 8:20,8s,8
Messenger Lite,2/2/2018 8:20,3s,3
Messenger Lite,2/2/2018 8:20,2s,2
Messenger Lite,2/2/2018 8:20,17s,17
Firefox,2/2/2018 8:21,2s,2
Gmail,2/2/2018 8:26,20s,20
Instagram,2/2/2018 8:27,2s,2
System UI,2/2/2018 8:27,1s,1
Instagram,2/2/2018 8:32,32s,32
System UI,2/2/2018 8:32,1s,1
The Weather Channel,2/2/2018 8:42,12s,12
The Weather Channel,2/2/2018 8:42,2s,2
The Weather Channel,2/2/2018 8:42,10s,10
System UI,2/2/2018 8:42,1s,1
Snapchat,2/2/2018 8:43,22s,22
Messages,2/2/2018 9:32,18s,18
Messenger Lite,2/2/2018 9:33,25s,25
Snapchat,2/2/2018 9:33,1s,1
System UI,2/2/2018 9:33,1s,1
Messages,2/2/2018 9:41,13s,13
Messages,2/2/2018 9:47,1s,1
Messages,2/2/2018 9:47,4s,4
Messages,2/2/2018 9:48,19s,19
Messages,2/2/2018 9:48,11s,11
Messages,2/2/2018 10:09,18s,18
Phone,2/2/2018 10:11,10s,10
Phone,2/2/2018 10:12,4s,4
Messages,2/2/2018 10:12,4s,4
Messages,2/2/2018 10:16,2s,2
Messages,2/2/2018 10:18,32s,32
Instagram,2/2/2018 10:19,7s,7
Gmail,2/2/2018 10:19,8s,8
Messages,2/2/2018 10:19,12s,12
Gmail,2/2/2018 10:19,1s,1
Messages,2/2/2018 10:22,1m 13s,73
Gmail,2/2/2018 10:37,14s,14
Firefox,2/2/2018 10:37,1s,1
Gmail,2/2/2018 10:37,3s,3
Instagram,2/2/2018 10:37,1m 38s,98
Messages,2/2/2018 10:39,25s,25
Instagram,2/2/2018 10:52,50s,50
Messages,2/2/2018 10:59,12s,12
Messages,2/2/2018 10:59,2s,2
Messenger Lite,2/2/2018 11:39,11s,11
Messages,2/2/2018 11:50,15s,15
Messages,2/2/2018 11:51,12s,12
Messages,2/2/2018 11:51,3s,3
Messages,2/2/2018 11:56,1s,1
Camera,2/2/2018 11:56,12s,12
Gallery,2/2/2018 11:56,3s,3
Android System,2/2/2018 11:56,3s,3
Messenger Lite,2/2/2018 11:57,12s,12
Messenger Lite,2/2/2018 11:58,3s,3
Messenger Lite,2/2/2018 11:58,4s,4
Messenger Lite,2/2/2018 11:58,4s,4
Camera,2/2/2018 12:06,1s,1
Instagram,2/2/2018 12:06,18s,18
Wikipedia,2/2/2018 12:06,5s,5
Wikipedia,2/2/2018 12:06,12s,12
Wikipedia,2/2/2018 12:07,1s,1
Wikipedia,2/2/2018 12:07,37s,37
Wikipedia,2/2/2018 12:07,9s,9
Messages,2/2/2018 12:08,7s,7
The Weather Channel,2/2/2018 12:08,1s,1
The Weather Channel,2/2/2018 13:23,3s,3
Messenger Lite,2/2/2018 13:23,10s,10
Messenger Lite,2/2/2018 13:24,8s,8
Instagram,2/2/2018 13:26,2s,2
Messenger Lite,2/2/2018 13:54,2s,2
Messenger Lite,2/2/2018 13:54,3s,3
Gmail,2/2/2018 14:10,12s,12
Messages,2/2/2018 14:48,24s,24
Gmail,2/2/2018 14:48,23s,23
Messages,2/2/2018 16:09,12s,12
Maps,2/2/2018 16:09,1m 9s,69
Messenger Lite,2/2/2018 16:10,2s,2
Messenger Lite,2/2/2018 16:10,13s,13
Messenger Lite,2/2/2018 16:10,9s,9
Snapchat,2/2/2018 16:11,23s,23
System UI,2/2/2018 16:11,1s,1
T-Mobile,2/2/2018 16:11,8s,8
T-Mobile,2/2/2018 16:11,41s,41
Messages,2/2/2018 16:12,4s,4
T-Mobile,2/2/2018 16:12,1m 16s,76
T-Mobile,2/2/2018 16:14,7s,7
T-Mobile,2/2/2018 16:14,12s,12
T-Mobile,2/2/2018 16:14,22s,22
Messages,2/2/2018 16:14,4s,4
Messages,2/2/2018 16:16,3s,3
Messages,2/2/2018 16:16,4s,4
Messages,2/2/2018 16:16,17s,17
Clock,2/2/2018 16:17,9s,9
Clock,2/2/2018 16:17,6s,6
Messenger Lite,2/2/2018 16:17,12s,12
Gmail,2/2/2018 16:17,46s,46
Gmail,2/2/2018 16:18,18s,18
Pandora,2/2/2018 16:20,1s,1
Pandora,2/2/2018 16:20,1m 10s,70
Pandora,2/2/2018 16:26,1m 25s,85
Pandora,2/2/2018 16:27,1s,1
System UI,2/2/2018 16:27,1s,1
Messages,2/2/2018 16:45,5s,5
Messenger Lite,2/2/2018 17:05,2s,2
Messenger Lite,2/2/2018 17:31,3s,3
Messenger Lite,2/2/2018 17:31,2s,2
Messenger Lite,2/2/2018 17:31,12s,12
Camera,2/2/2018 17:31,10s,10
Camera,2/2/2018 17:31,8s,8
Camera,2/2/2018 17:31,5s,5
Gallery,2/2/2018 17:31,2s,2
Android System,2/2/2018 17:32,2s,2
Messenger Lite,2/2/2018 17:32,4s,4
Gallery,2/2/2018 17:32,1s,1
Messenger Lite,2/2/2018 17:32,9s,9
Messages,2/2/2018 17:32,2s,2
Maps,2/2/2018 17:38,29s,29
Contacts,2/2/2018 17:39,5s,5
Phone,2/2/2018 17:39,2s,2
Phone,2/2/2018 17:39,2s,2
Messages,2/2/2018 17:39,24s,24
Messages,2/2/2018 17:41,1s,1
Messages,2/2/2018 17:42,1s,1
Messenger Lite,2/2/2018 17:42,1s,1
Messenger Lite,2/2/2018 17:42,5s,5
Messenger Lite,2/2/2018 17:42,7s,7
Messenger Lite,2/2/2018 17:42,3s,3
Messenger Lite,2/2/2018 17:43,1s,1
Maps,2/2/2018 18:11,19s,19
Messenger Lite,2/2/2018 18:18,2s,2
Gmail,2/2/2018 18:18,8s,8
Gmail,2/2/2018 18:18,4s,4
Messenger Lite,2/2/2018 18:18,3s,3
Instagram,2/2/2018 18:31,4s,4
Messenger Lite,2/2/2018 19:01,4s,4
Messenger Lite,2/2/2018 19:01,2s,2
Messages,2/2/2018 19:11,3s,3
VLC,2/2/2018 19:11,12s,12
VLC,2/2/2018 19:11,1s,1
Messages,2/2/2018 19:12,1s,1
Messenger Lite,2/2/2018 19:12,1s,1
Messenger Lite,2/2/2018 19:12,10s,10
Messages,2/2/2018 19:20,1s,1
Phone,2/2/2018 19:20,2s,2
Phone,2/2/2018 19:27,8s,8
Phone,2/2/2018 19:31,2m 25s,145
Phone,2/2/2018 19:41,1s,1
Messages,2/2/2018 19:41,10s,10
Messages,2/2/2018 19:41,43s,43
Messages,2/2/2018 19:42,1m 1s,61
Messenger Lite,2/2/2018 19:43,12s,12
Maps,2/2/2018 19:43,38s,38
System UI,2/2/2018 19:44,1s,1
Instagram,2/2/2018 19:44,19s,19
Messenger Lite,2/2/2018 19:44,5s,5
Instagram,2/2/2018 19:44,11s,11
Messenger Lite,2/2/2018 19:54,11s,11
Messenger Lite,2/2/2018 19:57,11s,11
Messages,2/2/2018 19:57,36s,36
Maps,2/2/2018 19:58,3s,3
Messages,2/2/2018 19:59,1m 25s,85
Messenger Lite,2/2/2018 20:00,49s,49
Messages,2/2/2018 20:01,28s,28
Messages,2/2/2018 20:02,3s,3
Messenger Lite,2/2/2018 20:02,1m 22s,82
Messages,2/2/2018 20:04,2s,2
Messenger Lite,2/2/2018 20:04,3s,3
Messenger Lite,2/2/2018 20:08,43s,43
Messenger Lite,2/2/2018 20:09,1s,1
Messages,2/2/2018 20:09,13s,13
Messages,2/2/2018 20:10,2s,2
Instagram,2/2/2018 20:10,6s,6
Messages,2/2/2018 20:13,2m ,120
Gmail,2/2/2018 20:15,1m 19s,79
Messages,2/2/2018 20:57,42s,42
Messages,2/2/2018 20:58,26s,26
Messages,2/2/2018 21:13,1s,1
Messages,2/2/2018 21:13,1s,1
Messages,2/2/2018 21:13,29s,29
Messages,2/2/2018 21:21,9s,9
Messages,2/2/2018 21:29,1s,1
Messages,2/2/2018 21:29,5s,5
Messages,2/2/2018 21:30,30s,30
Messages,2/2/2018 21:31,7s,7
Messages,2/2/2018 21:37,10s,10
Messages,2/2/2018 21:38,1s,1
Phone,2/2/2018 21:38,7s,7
Phone,2/2/2018 21:40,1s,1
Instagram,2/2/2018 21:41,39s,39
T-Mobile,2/2/2018 21:42,58s,58
T-Mobile,2/2/2018 21:43,8s,8
Gmail,2/2/2018 21:49,12s,12
Instagram,2/2/2018 21:49,39s,39
Maps,2/2/2018 21:50,44s,44
Firefox,2/2/2018 21:50,18s,18
Messages,2/2/2018 21:55,1s,1
Maps,2/2/2018 21:55,3s,3
Gmail,2/2/2018 21:56,29s,29
Gmail,2/2/2018 21:56,8s,8
Instagram,2/2/2018 22:03,3s,3
Gmail,2/2/2018 22:03,1m 12s,72
Gmail,2/2/2018 22:05,1s,1
Messages,2/2/2018 22:05,22s,22
Maps,2/2/2018 22:08,19s,19
Instagram,2/2/2018 22:28,1s,1
Instagram,2/2/2018 22:28,1s,1
Camera,2/2/2018 22:28,4s,4
Camera,2/2/2018 22:28,8s,8
Camera,2/2/2018 22:28,14s,14
Camera,2/2/2018 22:35,13s,13
Gallery,2/2/2018 22:35,5s,5
Android System,2/2/2018 22:35,3s,3
Instagram,2/2/2018 22:35,3s,3
Gallery,2/2/2018 22:35,1s,1
Camera,2/2/2018 22:35,9s,9
Gallery,2/2/2018 22:36,14s,14
Camera,2/2/2018 22:36,1s,1
Camera,2/2/2018 22:36,4s,4
System UI,2/2/2018 22:36,4s,4
Gmail,2/2/2018 22:36,6s,6
Messenger Lite,2/3/2018 0:19,1s,1
Messenger Lite,2/3/2018 0:19,8s,8
Instagram,2/3/2018 0:20,1m 28s,88
Messenger Lite,2/3/2018 0:22,2s,2
Google Play Store,2/3/2018 0:22,9s,9
Google Play Store,2/3/2018 0:22,16s,16
Gmail,2/3/2018 0:23,8s,8
Google Play Store,2/3/2018 0:24,22s,22
Google Play Store,2/3/2018 0:24,2s,2
Messages,2/3/2018 0:24,35s,35
Instagram,2/3/2018 0:25,52s,52
Snapchat,2/3/2018 0:26,1m 12s,72
Instagram,2/3/2018 0:30,24s,24
System UI,2/3/2018 0:31,1s,1
Instagram,2/3/2018 0:31,42s,42
Messages,2/3/2018 0:32,1m 58s,118
Instagram,2/3/2018 0:34,3m 47s,227
Snapchat,2/3/2018 0:38,29s,29
Instagram,2/3/2018 0:38,1m 28s,88
News & Weather,2/3/2018 0:40,58s,58
Twitter,2/3/2018 0:41,10s,10
Messages,2/3/2018 0:41,5s,5
Messages,2/3/2018 0:41,17s,17
Gmail,2/3/2018 0:44,11s,11
Instagram,2/3/2018 0:44,23s,23
Messages,2/3/2018 1:09,2s,2
Lyft,2/3/2018 1:53,2m 50s,170
Lyft,2/3/2018 1:56,1m ,60
Lyft,2/3/2018 1:58,4s,4
Lyft,2/3/2018 1:59,1m ,60
System UI,2/3/2018 2:00,1s,1
Keep,2/3/2018 2:00,1s,1
Messages,2/3/2018 2:00,17s,17
Messages,2/3/2018 2:02,11s,11
Messages,2/3/2018 2:02,1s,1
Messages,2/3/2018 2:02,17s,17
Messages,2/3/2018 2:05,1m 3s,63
Instagram,2/3/2018 2:06,14s,14
Messages,2/3/2018 2:07,2s,2
Messages,2/3/2018 2:07,4s,4
Gmail,2/3/2018 2:07,6s,6
Messages,2/3/2018 2:07,1m 41s,101
Gmail,2/3/2018 2:16,2s,2
Messages,2/3/2018 2:16,19s,19
Messages,2/3/2018 2:16,23s,23
Messages,2/3/2018 2:16,4m 1s,241
Messages,2/3/2018 2:21,27s,27
Messages,2/3/2018 2:24,16s,16
Messages,2/3/2018 2:25,40s,40
Messages,2/3/2018 2:27,4s,4
Messages,2/3/2018 2:27,4s,4
Gmail,2/3/2018 2:27,17s,17
Messages,2/3/2018 2:29,26s,26
Messages,2/3/2018 2:32,3s,3
Instagram,2/3/2018 2:32,45s,45
Gallery,2/3/2018 2:33,4s,4
Photo Editor,2/3/2018 2:33,22s,22
Gallery,2/3/2018 2:36,3s,3
Gallery,2/3/2018 2:36,1s,1
Messages,2/3/2018 8:17,59s,59
Messages,2/3/2018 8:19,32s,32
Messages,2/3/2018 8:46,1m ,60
Messages,2/3/2018 9:17,2s,2
Messages,2/3/2018 9:17,9s,9
Gmail,2/3/2018 9:19,6s,6
Gmail,2/3/2018 9:19,33s,33
System UI,2/3/2018 9:21,1s,1
Gmail,2/3/2018 9:21,17s,17
Messenger Lite,2/3/2018 9:29,6s,6
Messenger Lite,2/3/2018 9:29,1s,1
Instagram,2/3/2018 9:29,27s,27
Clock,2/3/2018 10:18,4s,4
Messages,2/3/2018 10:19,16s,16
Messenger Lite,2/3/2018 10:29,22s,22
Snapchat,2/3/2018 10:45,12s,12
Snapchat,2/3/2018 10:45,10s,10
Messages,2/3/2018 11:06,2s,2
Instagram,2/3/2018 11:29,5s,5
Instagram,2/3/2018 11:29,2s,2
Instagram,2/3/2018 11:29,11s,11
CaptivePortalLogin,2/3/2018 11:30,10s,10
Instagram,2/3/2018 11:31,12s,12
Instagram,2/3/2018 11:32,1s,1
Messages,2/3/2018 11:33,14s,14
Messages,2/3/2018 11:34,7s,7
Messages,2/3/2018 11:41,6s,6
Snapchat,2/3/2018 11:41,10s,10
Messenger Lite,2/3/2018 11:41,2s,2
Messenger Lite,2/3/2018 11:41,2s,2
Messages,2/3/2018 11:49,14s,14
Gmail,2/3/2018 11:50,3s,3
Messages,2/3/2018 11:53,11s,11
Messages,2/3/2018 11:57,22s,22
Messages,2/3/2018 11:58,8s,8
Messages,2/3/2018 11:58,13s,13
Messages,2/3/2018 12:08,17s,17
Gmail,2/3/2018 12:08,4s,4
Camera,2/3/2018 12:29,11s,11
Camera,2/3/2018 12:29,6s,6
Camera,2/3/2018 12:29,45s,45
Gallery,2/3/2018 12:30,2s,2
Messages,2/3/2018 12:54,6s,6
Messages,2/3/2018 12:54,2s,2
Messenger Lite,2/3/2018 12:55,9s,9
Messenger Lite,2/3/2018 12:55,1s,1
Messages,2/3/2018 12:55,3s,3
CaptivePortalLogin,2/3/2018 12:55,27s,27
Messages,2/3/2018 12:56,1s,1
Messages,2/3/2018 12:56,1m 3s,63
Gmail,2/3/2018 13:12,19s,19
Messages,2/3/2018 13:13,5s,5
Messages,2/3/2018 13:30,3s,3
Messages,2/3/2018 13:30,55s,55
Messenger Lite,2/3/2018 13:31,1s,1
Messenger Lite,2/3/2018 13:31,35s,35
Messenger Lite,2/3/2018 13:32,7s,7
Messages,2/3/2018 13:35,23s,23
Messages,2/3/2018 13:36,29s,29
Messenger Lite,2/3/2018 13:36,1s,1
Gmail,2/3/2018 13:36,14s,14
Messages,2/3/2018 13:39,15s,15
Messenger Lite,2/3/2018 13:39,58s,58
Messenger Lite,2/3/2018 13:39,1s,1
Messages,2/3/2018 13:47,9s,9
Messenger Lite,2/3/2018 13:47,5s,5
Android System,2/3/2018 13:47,2s,2
Camera,2/3/2018 13:47,7s,7
Messenger Lite,2/3/2018 13:50,12s,12
Messenger Lite,2/3/2018 13:50,3s,3
Messenger Lite,2/3/2018 13:53,20s,20
Messenger Lite,2/3/2018 13:56,14s,14
Messenger Lite,2/3/2018 13:56,10s,10
Messenger Lite,2/3/2018 13:57,1s,1
Messenger Lite,2/3/2018 14:01,18s,18
Messenger Lite,2/3/2018 14:01,3s,3
Messenger Lite,2/3/2018 14:04,1s,1
Maps,2/3/2018 14:05,29s,29
Maps,2/3/2018 14:06,14s,14
Maps,2/3/2018 14:07,2s,2
Maps,2/3/2018 14:07,1s,1
Messages,2/3/2018 14:07,2s,2
Messages,2/3/2018 14:07,35s,35
Snapchat,2/3/2018 14:08,6s,6
Messages,2/3/2018 14:08,13s,13
Gmail,2/3/2018 14:08,12s,12
Calendar,2/3/2018 14:08,7s,7
Maps,2/3/2018 14:09,9s,9
Maps,2/3/2018 14:09,19s,19
Snapchat,2/3/2018 14:10,15s,15
System UI,2/3/2018 14:10,1s,1
Messenger Lite,2/3/2018 14:22,3s,3
Messenger Lite,2/3/2018 14:26,12s,12
Messenger Lite,2/3/2018 14:27,2s,2
Messenger Lite,2/3/2018 14:28,3s,3
Messenger Lite,2/3/2018 14:28,3s,3
Instagram,2/3/2018 14:29,1m 30s,90
Instagram,2/3/2018 14:30,10s,10
Instagram,2/3/2018 14:31,3s,3
Instagram,2/3/2018 14:46,44s,44
Instagram,2/3/2018 14:46,13s,13
Instagram,2/3/2018 14:47,20s,20
Messages,2/3/2018 14:47,2s,2
Gmail,2/3/2018 15:28,12s,12
Messages,2/3/2018 15:29,1s,1
Gmail,2/3/2018 15:29,6s,6
Messenger Lite,2/3/2018 15:29,1s,1
Messenger Lite,2/3/2018 15:29,39s,39
Instagram,2/3/2018 15:30,39s,39
Messenger Lite,2/3/2018 15:30,1s,1
Messenger Lite,2/3/2018 15:30,29s,29
Venmo,2/3/2018 15:31,13s,13
System UI,2/3/2018 15:31,1s,1
Gmail,2/3/2018 15:37,8s,8
Messenger Lite,2/3/2018 15:37,7s,7
Gmail,2/3/2018 15:37,5s,5
Gmail,2/3/2018 15:37,1s,1
Instagram,2/3/2018 15:38,28s,28
Messages,2/3/2018 15:45,1s,1
Messages,2/3/2018 15:45,55s,55
Messages,2/3/2018 15:45,1s,1
Messenger Lite,2/3/2018 15:47,17s,17
Maps,2/3/2018 15:48,26s,26
Messenger Lite,2/3/2018 15:48,3s,3
Maps,2/3/2018 15:48,39s,39
Messages,2/3/2018 15:49,14s,14
Maps,2/3/2018 15:49,1m 8s,68
System UI,2/3/2018 15:50,1s,1
Maps,2/3/2018 16:04,13s,13
Messages,2/3/2018 16:04,3s,3
Instagram,2/3/2018 16:04,3s,3
Instagram,2/3/2018 16:04,6s,6
Instagram,2/3/2018 16:04,15s,15
Instagram,2/3/2018 16:04,1s,1
Instagram,2/3/2018 16:04,42s,42
Instagram,2/3/2018 16:05,1s,1
System UI,2/3/2018 16:05,1s,1
Messenger Lite,2/3/2018 16:05,1s,1
Messenger Lite,2/3/2018 16:05,8s,8
Messenger Lite,2/3/2018 16:05,1s,1
Messenger Lite,2/3/2018 16:05,23s,23
Messenger Lite,2/3/2018 16:06,10s,10
Instagram,2/3/2018 16:06,2m 16s,136
Instagram,2/3/2018 16:09,26s,26
Instagram,2/3/2018 16:14,33s,33
Instagram,2/3/2018 16:15,23s,23
Keep,2/3/2018 16:16,1s,1
Messages,2/3/2018 16:16,16s,16
Snapchat,2/3/2018 16:16,8s,8
Instagram,2/3/2018 16:16,16s,16
Messages,2/3/2018 16:16,7s,7
Instagram,2/3/2018 16:17,46s,46
Messages,2/3/2018 16:17,7s,7
Instagram,2/3/2018 16:20,19s,19
Messages,2/3/2018 16:52,6s,6
Gmail,2/3/2018 16:53,1s,1
Instagram,2/3/2018 16:53,1m 17s,77
Gmail,2/3/2018 16:55,12s,12
Instagram,2/3/2018 16:55,50s,50
Instagram,2/3/2018 16:58,3s,3
Messenger Lite,2/3/2018 16:58,3s,3
Messenger Lite,2/3/2018 16:58,52s,52
Instagram,2/3/2018 17:06,2s,2
Instagram,2/3/2018 17:06,2s,2
Instagram,2/3/2018 17:25,16s,16
Instagram,2/3/2018 17:25,2s,2
Messages,2/3/2018 17:30,3s,3
Messages,2/3/2018 17:31,2s,2
Messenger Lite,2/3/2018 17:31,3s,3
Messenger Lite,2/3/2018 17:31,1s,1
Snapchat,2/3/2018 17:31,19s,19
Instagram,2/3/2018 17:31,8s,8
Instagram,2/3/2018 17:31,10s,10
Instagram,2/3/2018 17:31,11s,11
Instagram,2/3/2018 17:32,2m 26s,146
Wikipedia,2/3/2018 17:34,13s,13
News & Weather,2/3/2018 17:34,2m 16s,136
Messages,2/3/2018 17:37,8s,8
News & Weather,2/3/2018 17:37,47s,47
News & Weather,2/3/2018 17:38,2m 4s,124
Messenger Lite,2/3/2018 17:40,7s,7
News & Weather,2/3/2018 17:40,50s,50
News & Weather,2/3/2018 17:41,2m 52s,172
Firefox,2/3/2018 17:44,1m 49s,109
News & Weather,2/3/2018 17:45,14s,14
News & Weather,2/3/2018 17:48,2m 9s,129
Firefox,2/3/2018 17:50,56s,56
Instagram,2/3/2018 17:51,51s,51
Gmail,2/3/2018 17:52,18s,18
Gmail,2/3/2018 17:52,5s,5
Instagram,2/3/2018 17:52,1m 1s,61
Messages,2/3/2018 17:53,1s,1
Firefox,2/3/2018 17:53,58s,58
Messenger Lite,2/3/2018 17:54,6s,6
Messenger Lite,2/3/2018 17:55,6s,6
Messenger Lite,2/3/2018 17:55,8s,8
Messenger Lite,2/3/2018 17:55,14s,14
Messenger Lite,2/3/2018 17:55,1s,1
Messenger Lite,2/3/2018 17:55,1s,1
Firefox,2/3/2018 17:55,15s,15
Messages,2/3/2018 17:55,26s,26
Instagram,2/3/2018 17:56,12s,12
Messages,2/3/2018 17:56,14s,14
Instagram,2/3/2018 17:56,1m 3s,63
Messages,2/3/2018 17:57,2s,2
Messages,2/3/2018 17:58,5s,5
Messages,2/3/2018 17:58,13s,13
Gmail,2/3/2018 18:00,8s,8
Gmail,2/3/2018 18:00,31s,31
Instagram,2/3/2018 18:00,5m 35s,335
Instagram,2/3/2018 18:06,1s,1
Instagram,2/3/2018 18:06,2m 27s,147
Instagram,2/3/2018 18:09,29s,29
Instagram,2/3/2018 18:09,27s,27
Wikipedia,2/3/2018 18:10,33s,33
Messages,2/3/2018 18:13,1s,1
Contacts,2/3/2018 18:13,5s,5
Phone,2/3/2018 18:13,9s,9
Phone,2/3/2018 18:14,3s,3
Phone,2/3/2018 18:14,1s,1
Messages,2/3/2018 18:14,1s,1
Firefox,2/3/2018 18:17,10s,10
CaptivePortalLogin,2/3/2018 18:17,1m 17s,77
System UI,2/3/2018 18:18,1s,1
Firefox,2/3/2018 18:19,7s,7
CaptivePortalLogin,2/3/2018 18:19,14s,14
Instagram,2/3/2018 18:20,32s,32
Gmail,2/3/2018 18:20,19s,19
Messenger Lite,2/3/2018 18:23,1s,1
Messenger Lite,2/3/2018 18:23,37s,37
Instagram,2/3/2018 18:24,51s,51
Instagram,2/3/2018 18:26,53s,53
Messenger Lite,2/3/2018 18:27,2s,2
Instagram,2/3/2018 18:27,15s,15
Instagram,2/3/2018 18:28,1m 15s,75
Messenger Lite,2/3/2018 18:29,1s,1
Messenger Lite,2/3/2018 18:29,7s,7
Maps,2/3/2018 18:30,5s,5
Maps,2/3/2018 18:30,1m ,60
Messenger Lite,2/3/2018 18:31,11s,11
Firefox,2/3/2018 18:31,35s,35
